sensitivity_biomarker;cohorts_max;trial_struc;sharing_type;cohort_random;n_int;setting;Avg_Pat;Avg_Cohorts;PTP;PTT1ER;FWER;Disj_Power
0.65;7;all_plac;cohort;0.02;150;Setting16;1237,55;6,73;0,14;;;0,63
0.65;7;stop_post_back;all;0.01;200;Setting5;1499,06;6,05;0,77;0,11;0,35;0,90
0.9;3;stop_post_back;cohort;0.03;150;Setting12;600,28;2,98;0,54;0,04;0,05;0,78
0.65;5;all_plac;cohort;0.03;100;Setting9;550,10;4,80;0,12;0,02;0,05;0,27
0.65;3;no_plac;cohort;0.03;150;Setting12;595,77;2,98;0,58;0,11;0,14;0,82
0.9;5;all_plac;cohort;0.03;100;Setting9;623,55;4,82;0,35;0,03;0,07;0,64
0.65;7;stop_post_back;cohort;0.02;150;Setting16;1240,58;6,73;0,15;;;0,65
0.65;5;stop_post_mono;cohort;0.03;100;Setting9;553,14;4,80;0,13;0,02;0,05;0,29
0.9;5;stop_post_mono;all;0.03;150;Setting16;991,29;4,95;0,61;;;0,85
0.9;7;all_plac;cohort;0.02;150;Setting16;1389,75;6,60;0,42;;;0,96
0.9;3;stop_post_mono;cohort;0.03;150;Setting12;599,51;2,98;0,54;0,04;0,05;0,79
0.65;5;stop_post_back;cohort;0.03;100;Setting9;551,99;4,80;0,12;0,02;0,05;0,27
0.65;5;all_plac;dynamic;0.01;200;Setting5;1091,60;4,43;;0,10;0,29;
0.9;7;stop_post_mono;concurrent;0.03;150;Setting12;1328,10;6,87;0,68;0,05;0,10;0,92
0.65;3;all_plac;all;0.01;150;Setting9;453,73;2,56;0,21;0,01;0,02;0,29
0.65;5;stop_post_back;dynamic;0.01;200;Setting5;1087,38;4,41;0,74;0,10;0,28;0,84
0.9;5;all_plac;dynamic;0.01;200;Setting5;1078,30;4,34;;0,28;0,62;
0.9;3;all_plac;dynamic;0.03;150;Setting16;610,26;2,98;0,52;;;0,77
0.9;5;stop_post_mono;dynamic;0.01;200;Setting5;1071,01;4,34;0,99;0,28;0,59;1,00
0.9;3;no_plac;dynamic;0.03;150;Setting16;534,77;2,97;0,92;;;1,00
0.65;3;stop_post_back;concurrent;0.01;200;Setting5;667,31;2,75;0,65;0,09;0,21;0,65
0.65;3;stop_post_back;dynamic;0.03;150;Setting16;546,50;2,98;0,17;;;0,37
0.65;3;stop_post_mono;dynamic;0.03;150;Setting16;546,79;2,98;0,18;;;0,37
0.9;3;all_plac;all;0.01;150;Setting9;493,87;2,59;0,63;0,04;0,06;0,71
0.65;3;no_plac;dynamic;0.03;150;Setting16;603,94;2,98;0,60;;;0,90
0.9;3;no_plac;concurrent;0.01;200;Setting5;575,90;2,64;0,98;;;1,00
0.9;5;stop_post_back;dynamic;0.01;200;Setting5;1078,78;4,34;0,98;0,28;0,62;0,99
0.65;3;all_plac;concurrent;0.01;200;Setting5;664,92;2,75;;0,09;0,21;
0.9;3;no_plac;all;0.01;150;Setting9;479,81;2,54;0,94;0,21;0,30;0,96
0.9;5;stop_post_back;cohort;0.03;100;Setting9;622,59;4,81;0,35;0,03;0,07;0,64
0.9;3;stop_post_back;all;0.01;150;Setting9;496,13;2,59;0,63;0,05;0,07;0,71
0.65;3;stop_post_back;all;0.01;150;Setting9;456,47;2,57;0,22;0,02;0,02;0,30
0.9;7;no_plac;cohort;0.02;150;Setting16;1179,38;6,22;0,87;;;1,00
0.65;5;stop_post_mono;dynamic;0.01;200;Setting5;1087,51;4,41;0,73;0,09;0,28;0,84
0.65;5;no_plac;dynamic;0.01;200;Setting5;1158,16;4,25;0,74;;;0,94
0.9;5;stop_post_mono;cohort;0.03;100;Setting9;620,41;4,80;0,36;0,03;0,08;0,64
0.65;7;all_plac;all;0.03;150;Setting16;1300,92;6,93;0,23;;;0,59
0.65;3;stop_post_mono;all;0.01;150;Setting9;456,53;2,56;0,22;0,02;0,03;0,30
0.9;3;all_plac;concurrent;0.01;200;Setting5;688,18;2,74;;0,29;0,51;
0.65;7;stop_post_mono;cohort;0.02;150;Setting16;1237,36;6,72;0,16;;;0,66
0.9;3;stop_post_mono;all;0.01;150;Setting9;494,68;2,58;0,63;0,04;0,07;0,71
0.65;3;no_plac;all;0.01;150;Setting9;514,95;2,59;0,62;0,15;0,22;0,73
0.9;7;no_plac;dynamic;0.01;200;Setting5;999,26;4,63;0,99;;;1,00
0.9;7;no_plac;all;0.03;150;Setting16;1192,95;6,73;0,94;;;1,00
0.65;3;no_plac;concurrent;0.01;200;Setting5;750,82;2,75;0,72;;;0,92
0.9;3;stop_post_back;dynamic;0.03;150;Setting16;610,81;2,98;0,52;;;0,76
0.9;3;stop_post_mono;dynamic;0.03;150;Setting16;610,31;2,98;0,52;;;0,77
0.9;7;stop_post_back;cohort;0.02;150;Setting16;1387,41;6,61;0,43;;;0,96
0.65;5;no_plac;cohort;0.03;100;Setting9;635,91;4,80;0,50;0,13;0,30;0,78
0.65;7;no_plac;cohort;0.02;150;Setting16;1339,04;6,60;0,55;;;0,98
0.9;5;no_plac;cohort;0.03;100;Setting9;646,46;4,76;0,81;0,18;0,39;0,95
0.9;7;all_plac;all;0.03;150;Setting16;1372,79;6,87;0,63;;;0,88
0.65;7;no_plac;all;0.03;150;Setting16;1418,13;6,88;0,64;;;0,98
0.9;3;stop_post_back;concurrent;0.01;200;Setting5;689,97;2,75;1,00;0,28;0,51;1,00
0.65;7;all_plac;cohort;0.03;100;Setting9;767,28;6,70;0,12;0,02;0,06;0,34
0.65;7;stop_post_mono;all;0.03;150;Setting16;1301,94;6,93;0,23;;;0,61
0.65;7;stop_post_back;all;0.03;150;Setting16;1306,23;6,93;0,24;;;0,60
0.65;3;stop_post_mono;concurrent;0.01;200;Setting5;669,21;2,76;0,75;0,09;0,21;0,75
0.9;7;all_plac;cohort;0.03;100;Setting9;858,27;6,65;0,35;0,03;0,09;0,74
0.9;7;stop_post_back;all;0.03;150;Setting16;1372,34;6,87;0,64;;;0,89
0.65;5;all_plac;all;0.01;150;Setting9;707,53;3,96;0,24;0,02;0,03;0,38
0.65;5;all_plac;dynamic;0.03;150;Setting16;917,90;4,97;0,19;;;0,51
0.9;5;no_plac;dynamic;0.03;150;Setting16;875,47;4,91;0,93;;;1,00
0.9;7;stop_post_mono;all;0.03;150;Setting16;1367,49;6,87;0,64;;;0,89
0.65;7;stop_post_back;cohort;0.03;100;Setting9;766,80;6,67;0,13;0,02;0,07;0,37
0.9;5;all_plac;all;0.01;150;Setting9;743,72;3,89;0,68;0,04;0,08;0,81
0.9;5;no_plac;all;0.01;150;Setting9;690,45;3,67;0,95;0,21;0,36;0,98
0.65;5;stop_post_back;cohort;0.03;150;Setting12;904,18;4,96;0,19;0,02;0,03;0,51
0.65;3;all_plac;all;0.01;200;Setting12;664,45;2,74;0,28;0,02;0,03;0,41
0.9;7;stop_post_mono;cohort;0.02;150;Setting16;1373,39;6,57;0,43;;;0,96
0.65;5;stop_post_back;all;0.01;150;Setting9;708,00;3,95;0,26;0,02;0,05;0,41
0.9;3;stop_post_mono;concurrent;0.01;200;Setting5;687,71;2,75;0,99;0,28;0,51;0,99
0.65;5;all_plac;cohort;0.03;150;Setting12;904,06;4,97;0,19;0,02;0,03;0,51
0.65;5;stop_post_back;dynamic;0.03;150;Setting16;921,12;4,97;0,20;;;0,52
0.65;5;no_plac;all;0.01;150;Setting9;773,68;3,90;0,63;0,15;0,29;0,81
0.9;5;all_plac;dynamic;0.03;150;Setting16;1002,77;4,95;0,57;;;0,87
0.65;5;no_plac;dynamic;0.03;150;Setting16;1008,16;4,95;0,62;;;0,97
0.9;5;stop_post_back;all;0.01;150;Setting9;740,90;3,90;0,69;0,05;0,10;0,82
0.9;3;no_plac;all;0.01;200;Setting12;622,84;2,68;0,97;0,16;0,19;0,99
0.65;5;stop_post_mono;cohort;0.03;150;Setting12;905,73;4,97;0,19;0,01;0,02;0,52
0.65;7;all_plac;dynamic;0.01;200;Setting5;1488,99;6,03;;0,10;0,36;
0.9;3;all_plac;all;0.01;200;Setting12;696,03;2,75;0,74;0,05;0,07;0,84
0.65;7;stop_post_mono;cohort;0.03;100;Setting9;775,03;6,68;0,14;0,02;0,08;0,39
0.9;7;all_plac;dynamic;0.01;200;Setting5;1429,99;5,76;;0,28;0,69;
0.65;3;stop_post_back;all;0.01;200;Setting12;667,65;2,74;0,28;0,02;0,03;0,42
0.65;3;stop_post_mono;all;0.01;200;Setting12;666,82;2,75;0,28;0,02;0,03;0,42
0.65;5;stop_post_mono;all;0.01;150;Setting9;715,90;3,98;0,26;0,03;0,06;0,42
0.65;5;stop_post_mono;dynamic;0.03;150;Setting16;920,92;4,97;0,19;;;0,51
0.9;3;stop_post_back;all;0.01;200;Setting12;693,53;2,75;0,74;0,05;0,07;0,84
0.9;5;stop_post_back;dynamic;0.03;150;Setting16;1003,47;4,96;0,57;;;0,87
0.65;7;no_plac;cohort;0.03;100;Setting9;879,82;6,65;0,50;0,14;0,39;0,86
0.9;3;stop_post_mono;all;0.01;200;Setting12;697,89;2,76;0,74;0,05;0,07;0,84
0.65;3;no_plac;all;0.01;200;Setting12;732,92;2,75;0,68;0,14;0,17;0,85
0.9;5;all_plac;cohort;0.03;150;Setting12;991,84;4,95;0,54;0,04;0,07;0,91
0.65;7;no_plac;dynamic;0.01;200;Setting5;1497,99;5,51;0,75;;;0,95
0.65;5;all_plac;concurrent;0.01;200;Setting5;1081,14;4,41;;0,09;0,29;
0.9;5;no_plac;cohort;0.03;150;Setting12;914,48;4,93;0,91;0,17;0,27;1,00
0.9;7;stop_post_back;cohort;0.03;100;Setting9;861,26;6,66;0,36;0,03;0,10;0,75
0.9;5;no_plac;concurrent;0.01;200;Setting5;838,57;3,86;0,99;;;1,00
0.65;7;stop_post_mono;dynamic;0.01;200;Setting5;1503,18;6,03;0,73;0,10;0,33;0,89
0.9;7;stop_post_back;dynamic;0.01;200;Setting5;1432,51;5,77;0,99;0,28;0,69;0,99
0.9;5;stop_post_mono;all;0.01;150;Setting9;742,62;3,90;0,70;0,05;0,11;0,82
0.9;7;stop_post_mono;dynamic;0.01;200;Setting5;1410,67;5,75;0,99;0,28;0,64;1,00
0.9;5;stop_post_back;cohort;0.03;150;Setting12;993,89;4,94;0,54;0,04;0,07;0,91
0.65;3;all_plac;concurrent;0.03;150;Setting16;549,98;2,99;0,18;;;0,37
0.65;7;stop_post_back;dynamic;0.01;200;Setting5;1505,39;6,07;0,75;0,10;0,35;0,90
0.9;5;stop_post_mono;dynamic;0.03;150;Setting16;1003,26;4,95;0,57;;;0,87
0.65;3;all_plac;dynamic;0.01;150;Setting9;455,31;2,57;0,21;0,01;0,02;0,28
0.9;7;no_plac;cohort;0.03;100;Setting9;881,45;6,48;0,81;0,18;0,48;0,97
0.9;7;stop_post_mono;cohort;0.03;100;Setting9;860,42;6,64;0,37;0,04;0,12;0,76
0.9;3;all_plac;concurrent;0.03;150;Setting16;616,72;2,99;0,54;;;0,78
0.9;5;stop_post_mono;cohort;0.03;150;Setting12;997,35;4,95;0,54;0,04;0,07;0,91
0.65;3;stop_post_back;dynamic;0.01;150;Setting9;456,79;2,57;0,21;0,02;0,03;0,29
0.65;5;no_plac;cohort;0.03;150;Setting12;989,27;4,96;0,58;0,11;0,17;0,94
0.9;3;all_plac;dynamic;0.01;150;Setting9;493,86;2,58;0,60;0,03;0,05;0,69
0.9;3;no_plac;concurrent;0.03;150;Setting16;537,11;2,98;0,92;;;1,00
0.65;3;stop_post_back;concurrent;0.03;150;Setting16;550,78;2,99;0,18;;;0,37
0.65;3;stop_post_mono;dynamic;0.01;150;Setting9;454,81;2,56;0,21;0,02;0,02;0,29
0.65;3;stop_post_mono;concurrent;0.03;150;Setting16;549,31;2,98;0,18;;;0,37
0.9;5;all_plac;concurrent;0.01;200;Setting5;1093,26;4,35;;0,30;0,65;
0.65;5;stop_post_back;concurrent;0.01;200;Setting5;1088,83;4,42;0,73;0,10;0,29;0,83
0.9;3;no_plac;dynamic;0.01;150;Setting9;480,34;2,53;0,93;0,20;0,28;0,96
0.65;3;no_plac;concurrent;0.03;150;Setting16;604,66;2,98;0,61;;;0,91
0.9;3;stop_post_mono;concurrent;0.03;150;Setting16;617,06;2,98;0,54;;;0,78
0.65;3;no_plac;dynamic;0.01;150;Setting9;513,03;2,58;0,62;0,15;0,21;0,73
0.9;3;stop_post_mono;dynamic;0.01;150;Setting9;494,07;2,59;0,61;0,04;0,07;0,70
0.9;3;stop_post_back;dynamic;0.01;150;Setting9;496,72;2,59;0,60;0,04;0,06;0,70
0.9;5;no_plac;all;0.01;200;Setting12;922,67;4,00;0,97;0,17;0,23;0,99
0.9;7;all_plac;all;0.01;150;Setting9;946,12;4,97;0,70;0,04;0,11;0,85
0.9;3;stop_post_back;concurrent;0.03;150;Setting16;616,88;2,98;0,54;;;0,78
0.65;5;all_plac;all;0.01;200;Setting12;1074,80;4,38;0,31;0,02;0,03;0,54
0.65;5;stop_post_back;all;0.01;200;Setting12;1085,44;4,40;0,32;0,02;0,04;0,56
0.9;5;all_plac;all;0.01;200;Setting12;1075,91;4,28;0,79;0,06;0,09;0,91
0.65;5;no_plac;concurrent;0.01;200;Setting5;1157,23;4,25;0,73;;;0,95
0.9;5;stop_post_back;concurrent;0.01;200;Setting5;1093,64;4,34;0,98;0,30;0,65;0,98
0.65;5;stop_post_mono;concurrent;0.01;200;Setting5;1098,43;4,43;0,70;0,10;0,28;0,83
0.65;7;all_plac;all;0.01;150;Setting9;942,02;5,25;0,25;0,02;0,05;0,45
0.9;7;no_plac;all;0.01;150;Setting9;828,44;4,42;0,95;0,20;0,39;0,98
0.9;7;no_plac;concurrent;0.01;200;Setting5;1020,79;4,69;0,99;;;1,00
0.65;7;all_plac;dynamic;0.03;150;Setting16;1299,16;6,93;0,21;;;0,60
0.9;5;stop_post_mono;concurrent;0.01;200;Setting5;1077,98;4,32;0,98;0,30;0,62;0,99
0.9;7;all_plac;dynamic;0.03;150;Setting16;1390,11;6,87;0,60;;;0,91
0.65;3;all_plac;cohort;0.01;200;Setting5;662,58;2,75;;0,08;0,21;
0.65;7;all_plac;cohort;0.03;150;Setting12;1265,33;6,94;0,19;0,01;0,03;0,64
0.9;7;no_plac;dynamic;0.03;150;Setting16;1205,97;6,73;0,93;;;1,00
0.65;7;no_plac;dynamic;0.03;150;Setting16;1423,43;6,88;0,63;;;0,98
0.65;5;stop_post_mono;all;0.01;200;Setting12;1086,22;4,40;0,33;0,02;0,04;0,57
0.9;5;stop_post_back;all;0.01;200;Setting12;1062,50;4,26;0,79;0,06;0,10;0,91
0.65;7;no_plac;all;0.01;150;Setting9;995,32;4,98;0,64;0,16;0,35;0,85
0.65;5;all_plac;concurrent;0.03;150;Setting16;916,82;4,97;0,20;;;0,51
0.65;5;no_plac;all;0.01;200;Setting12;1154,84;4,33;0,71;0,13;0,20;0,93
0.9;7;stop_post_mono;all;0.01;150;Setting9;947,59;4,98;0,73;0,06;0,16;0,86
0.65;7;stop_post_back;all;0.01;150;Setting9;941,79;5,21;0,29;0,03;0,09;0,50
0.9;5;no_plac;concurrent;0.03;150;Setting16;870,90;4,90;0,93;;;1,00
0.65;7;stop_post_back;dynamic;0.03;150;Setting16;1299,83;6,93;0,21;;;0,61
0.65;5;stop_post_mono;concurrent;0.03;150;Setting16;911,90;4,96;0,20;;;0,51
0.65;7;stop_post_mono;dynamic;0.03;150;Setting16;1300,30;6,93;0,22;;;0,63
0.9;7;stop_post_back;all;0.01;150;Setting9;943,91;4,95;0,72;0,06;0,13;0,86
0.65;5;all_plac;dynamic;0.01;150;Setting9;711,24;3,99;0,22;0,01;0,03;0,38
0.65;5;no_plac;concurrent;0.03;150;Setting16;1003,69;4,95;0,62;;;0,97
0.65;3;stop_post_back;cohort;0.01;200;Setting5;662,10;2,75;0,72;0,08;0,20;0,74
0.9;5;all_plac;concurrent;0.03;150;Setting16;992,84;4,94;0,58;;;0,86
0.9;3;all_plac;cohort;0.01;200;Setting5;695,62;2,76;;0,27;0,57;
0.9;3;no_plac;cohort;0.01;200;Setting5;584,75;2,64;0,97;;;1,00
0.65;7;stop_post_mono;all;0.01;150;Setting9;959,03;5,26;0,31;0,04;0,10;0,53
0.65;7;stop_post_back;cohort;0.03;150;Setting12;1268,40;6,95;0,19;0,02;0,03;0,63
0.65;5;stop_post_back;concurrent;0.03;150;Setting16;915,18;4,97;0,20;;;0,51
0.9;7;stop_post_back;dynamic;0.03;150;Setting16;1391,17;6,87;0,60;;;0,91
0.9;7;stop_post_mono;dynamic;0.03;150;Setting16;1393,10;6,87;0,60;;;0,91
0.65;5;stop_post_mono;dynamic;0.01;150;Setting9;716,88;3,99;0,25;0,03;0,05;0,41
0.9;5;no_plac;dynamic;0.01;150;Setting9;689,14;3,66;0,94;0,20;0,35;0,98
0.9;5;all_plac;dynamic;0.01;150;Setting9;743,37;3,91;0,65;0,04;0,08;0,79
0.65;5;stop_post_back;dynamic;0.01;150;Setting9;706,87;3,96;0,24;0,02;0,05;0,40
0.65;7;stop_post_mono;cohort;0.03;150;Setting12;1267,28;6,95;0,19;0,02;0,03;0,64
0.9;5;stop_post_back;concurrent;0.03;150;Setting16;995,45;4,94;0,58;;;0,86
0.65;5;no_plac;dynamic;0.01;150;Setting9;779,06;3,91;0,63;0,16;0,30;0,82
0.9;7;all_plac;cohort;0.03;150;Setting12;1385,13;6,90;0,54;0,04;0,08;0,96
0.9;3;stop_post_back;cohort;0.01;200;Setting5;695,48;2,76;0,96;0,27;0,57;0,96
0.9;5;stop_post_back;dynamic;0.01;150;Setting9;739,27;3,88;0,66;0,04;0,09;0,80
0.9;5;stop_post_mono;concurrent;0.03;150;Setting16;994,76;4,94;0,58;;;0,86
0.9;7;stop_post_back;cohort;0.03;150;Setting12;1384,85;6,91;0,54;0,04;0,08;0,96
0.9;7;no_plac;cohort;0.03;150;Setting12;1268,66;6,82;0,91;0,17;0,31;1,00
0.9;7;stop_post_mono;concurrent;0.01;200;Setting5;1425,92;5,72;0,99;0,30;0,67;1,00
0.9;7;all_plac;concurrent;0.01;200;Setting5;1448,23;5,75;;0,30;0,71;
0.65;3;stop_post_mono;cohort;0.01;200;Setting5;665,29;2,74;0,67;0,08;0,20;0,69
0.65;3;all_plac;concurrent;0.01;150;Setting9;457,90;2,57;0,21;0,01;0,02;0,29
0.65;3;no_plac;cohort;0.01;200;Setting5;732,48;2,75;0,69;;;0,93
0.65;7;all_plac;concurrent;0.01;200;Setting5;1497,67;6,07;;0,10;0,38;
0.9;7;stop_post_back;concurrent;0.01;200;Setting5;1447,38;5,75;0,99;0,30;0,71;1,00
0.9;5;stop_post_mono;dynamic;0.01;150;Setting9;751,03;3,94;0,66;0,05;0,10;0,81
0.65;7;stop_post_back;concurrent;0.01;200;Setting5;1488,07;6,00;0,75;0,10;0,35;0,89
0.9;3;no_plac;dynamic;0.01;200;Setting12;622,98;2,68;0,97;0,16;0,20;0,99
0.65;3;all_plac;dynamic;0.01;200;Setting12;665,49;2,74;0,27;0,02;0,02;0,41
0.9;3;stop_post_back;concurrent;0.01;150;Setting9;501,56;2,59;0,59;0,04;0,06;0,69
0.9;3;all_plac;dynamic;0.01;200;Setting12;698,65;2,75;0,72;0,05;0,07;0,83
0.9;3;all_plac;concurrent;0.01;150;Setting9;501,90;2,60;0,59;0,04;0,06;0,68
0.65;3;stop_post_back;concurrent;0.01;150;Setting9;456,20;2,56;0,21;0,01;0,02;0,29
0.65;7;no_plac;concurrent;0.01;200;Setting5;1503,56;5,53;0,74;;;0,95
0.65;3;stop_post_back;dynamic;0.01;200;Setting12;665,05;2,74;0,27;0,02;0,02;0,41
0.65;3;no_plac;concurrent;0.01;150;Setting9;509,34;2,58;0,59;0,15;0,22;0,70
0.65;3;stop_post_mono;concurrent;0.01;150;Setting9;461,27;2,56;0,23;0,02;0,03;0,31
0.9;5;stop_post_mono;all;0.01;200;Setting12;1074,49;4,29;0,79;0,06;0,10;0,91
0.9;3;stop_post_mono;concurrent;0.01;150;Setting9;501,50;2,59;0,61;0,05;0,07;0,70
0.65;3;stop_post_mono;dynamic;0.01;200;Setting12;668,83;2,76;0,28;0,02;0,02;0,42
0.9;3;no_plac;concurrent;0.01;150;Setting9;482,13;2,54;0,93;0,21;0,29;0,96
0.9;3;stop_post_mono;cohort;0.01;200;Setting5;691,70;2,75;0,98;0,27;0,56;0,98
0.65;7;all_plac;concurrent;0.03;150;Setting16;1290,36;6,93;0,21;;;0,61
0.9;7;no_plac;concurrent;0.03;150;Setting16;1199,41;6,71;0,93;;;1,00
0.65;3;all_plac;cohort;0.03;150;Setting16;548,80;2,99;0,14;;;0,36
0.9;7;no_plac;dynamic;0.01;150;Setting9;834,84;4,42;0,94;0,20;0,39;0,98
0.65;7;stop_post_mono;concurrent;0.01;200;Setting5;1511,07;6,05;0,74;0,10;0,35;0,90
0.65;3;no_plac;dynamic;0.01;200;Setting12;734,26;2,75;0,68;0,12;0,15;0,86
0.9;7;stop_post_mono;cohort;0.03;150;Setting12;1389,25;6,92;0,54;0,04;0,08;0,96
0.65;7;all_plac;dynamic;0.01;150;Setting9;944,84;5,26;0,24;0,01;0,04;0,46
0.9;3;stop_post_back;dynamic;0.01;200;Setting12;695,71;2,75;0,72;0,05;0,06;0,84
0.65;7;no_plac;cohort;0.03;150;Setting12;1377,59;6,91;0,58;0,11;0,21;0,98
0.9;3;no_plac;cohort;0.03;150;Setting16;564,00;2,98;0,87;;;1,00
0.9;7;all_plac;concurrent;0.03;150;Setting16;1366,31;6,86;0,60;;;0,90
0.9;7;no_plac;all;0.01;200;Setting12;1139,18;4,94;0,98;0,17;0,26;1,00
0.65;7;no_plac;concurrent;0.03;150;Setting16;1415,81;6,87;0,62;;;0,98
0.65;3;stop_post_back;cohort;0.03;150;Setting16;548,82;2,99;0,14;;;0,36
0.65;7;no_plac;dynamic;0.01;150;Setting9;999,18;4,99;0,63;0,15;0,34;0,85
0.9;7;all_plac;dynamic;0.01;150;Setting9;954,94;5,01;0,66;0,03;0,09;0,85
0.65;7;stop_post_back;concurrent;0.03;150;Setting16;1292,06;6,94;0,22;;;0,62
0.65;3;stop_post_mono;cohort;0.03;150;Setting16;549,60;2,99;0,14;;;0,36
0.9;3;all_plac;cohort;0.03;150;Setting16;629,08;2,98;0,42;;;0,80
0.9;3;stop_post_mono;dynamic;0.01;200;Setting12;693,99;2,74;0,71;0,05;0,06;0,83
0.65;7;stop_post_back;dynamic;0.01;150;Setting9;954,22;5,26;0,28;0,03;0,08;0,50
0.9;3;stop_post_back;cohort;0.03;150;Setting16;629,04;2,98;0,42;;;0,80
0.65;5;all_plac;concurrent;0.01;150;Setting9;709,25;3,98;0,22;0,01;0,03;0,37
0.65;3;all_plac;all;0.02;200;Setting5;724,83;2,97;;0,10;0,22;
0.9;7;stop_post_back;concurrent;0.03;150;Setting16;1364,50;6,87;0,60;;;0,90
0.9;7;all_plac;all;0.01;200;Setting12;1385,41;5,55;0,80;0,06;0,11;0,93
0.65;7;stop_post_mono;concurrent;0.03;150;Setting16;1292,41;6,94;0,22;;;0,62
0.9;7;stop_post_back;dynamic;0.01;150;Setting9;946,79;4,97;0,68;0,04;0,11;0,86
0.9;7;stop_post_mono;dynamic;0.01;150;Setting9;943,78;4,97;0,69;0,06;0,14;0,86
0.65;3;no_plac;cohort;0.03;150;Setting16;607,86;2,98;0,55;;;0,91
0.65;7;all_plac;all;0.01;200;Setting12;1479,14;5,97;0,32;0,02;0,05;0,62
0.65;7;stop_post_mono;dynamic;0.01;150;Setting9;959,32;5,28;0,30;0,04;0,10;0,53
0.9;3;all_plac;all;0.02;200;Setting5;735,71;2,97;;0,30;0,53;
0.9;7;stop_post_mono;concurrent;0.03;150;Setting16;1362,63;6,87;0,60;;;0,91
0.9;5;all_plac;concurrent;0.01;150;Setting9;752,70;3,92;0,63;0,04;0,08;0,78
0.9;3;no_plac;all;0.02;200;Setting5;636,51;2,95;0,99;;;1,00
0.9;3;stop_post_mono;cohort;0.03;150;Setting16;629,98;2,99;0,42;;;0,80
0.65;5;all_plac;dynamic;0.01;200;Setting12;1079,68;4,40;0,29;0,02;0,03;0,54
0.9;7;stop_post_back;all;0.01;200;Setting12;1379,66;5,54;0,81;0,07;0,12;0,93
0.65;5;stop_post_back;concurrent;0.01;150;Setting9;710,23;3,94;0,24;0,02;0,05;0,41
0.9;5;all_plac;dynamic;0.01;200;Setting12;1073,56;4,26;0,76;0,05;0,08;0,90
0.9;7;stop_post_mono;all;0.01;200;Setting12;1379,21;5,55;0,82;0,06;0,12;0,94
0.9;5;no_plac;concurrent;0.01;150;Setting9;691,86;3,65;0,94;0,20;0,36;0,98
0.65;5;no_plac;concurrent;0.01;150;Setting9;780,63;3,93;0,62;0,16;0,30;0,81
0.9;5;no_plac;dynamic;0.01;200;Setting12;927,70;4,00;0,97;0,16;0,23;0,99
0.65;7;stop_post_back;all;0.01;200;Setting12;1489,40;5,98;0,35;0,03;0,06;0,65
0.9;5;no_plac;cohort;0.01;200;Setting5;863,11;3,88;0,97;;;1,00
0.65;7;no_plac;all;0.01;200;Setting12;1518,56;5,69;0,71;0,13;0,22;0,94
0.65;5;stop_post_mono;concurrent;0.01;150;Setting9;713,75;3,96;0,26;0,03;0,06;0,44
0.9;5;stop_post_back;concurrent;0.01;150;Setting9;751,53;3,90;0,64;0,04;0,09;0,79
0.65;7;stop_post_mono;all;0.01;200;Setting12;1492,87;6,00;0,36;0,03;0,06;0,67
0.65;5;all_plac;cohort;0.01;200;Setting5;1061,68;4,40;;0,08;0,30;
0.65;5;no_plac;dynamic;0.01;200;Setting12;1158,56;4,33;0,70;0,13;0,19;0,93
0.65;3;stop_post_mono;all;0.02;200;Setting5;723,26;2,97;0,70;0,10;0,22;0,70
0.65;3;no_plac;all;0.02;200;Setting5;808,17;2,97;0,74;;;0,95
0.65;3;stop_post_back;all;0.02;200;Setting5;724,48;2,97;0,68;0,10;0,22;0,67
0.9;5;stop_post_mono;concurrent;0.01;150;Setting9;756,52;3,92;0,65;0,05;0,10;0,80
0.9;3;stop_post_back;all;0.02;200;Setting5;735,03;2,97;1,00;0,30;0,52;1,00
0.65;3;all_plac;cohort;0.01;150;Setting9;460,16;2,58;0,18;0,01;0,02;0,26
0.65;5;stop_post_back;dynamic;0.01;200;Setting12;1074,25;4,38;0,31;0,02;0,04;0,57
0.9;5;stop_post_back;dynamic;0.01;200;Setting12;1081,22;4,30;0,76;0,05;0,08;0,91
0.9;3;stop_post_mono;all;0.02;200;Setting5;734,73;2,97;1,00;0,30;0,53;1,00
0.65;5;all_plac;cohort;0.03;150;Setting16;914,01;4,97;0,14;;;0,53
0.65;5;stop_post_mono;dynamic;0.01;200;Setting12;1087,12;4,41;0,31;0,02;0,04;0,58
0.65;3;stop_post_mono;cohort;0.01;150;Setting9;460,00;2,57;0,18;0,02;0,03;0,27
0.9;5;all_plac;cohort;0.01;200;Setting5;1092,78;4,34;;0,26;0,71;
0.65;5;stop_post_back;cohort;0.01;200;Setting5;1068,89;4,41;0,71;0,08;0,30;0,85
0.65;3;stop_post_back;cohort;0.01;150;Setting9;461,69;2,57;0,18;0,01;0,02;0,27
0.65;7;all_plac;concurrent;0.01;150;Setting9;939,53;5,26;0,23;0,02;0,05;0,45
0.9;3;stop_post_back;cohort;0.01;150;Setting9;511,40;2,60;0,52;0,04;0,06;0,67
0.9;5;no_plac;all;0.02;200;Setting5;1030,75;4,82;0,99;;;1,00
0.65;3;all_plac;concurrent;0.01;200;Setting12;665,07;2,75;0,26;0,02;0,02;0,40
0.9;7;no_plac;concurrent;0.01;150;Setting9;843,75;4,45;0,94;0,20;0,40;0,98
0.9;3;all_plac;cohort;0.01;150;Setting9;513,31;2,60;0,53;0,04;0,06;0,66
