Short Term Endpoint Quality,Maximum number of cohorts,Type of Data Sharing,Cohort Inclusion Rate,Final Cohort Sample Size,Interim Futility Stopping,Treatment Efficacy Setting,Avg_Pat,Avg_Pat_First_Suc,Avg_Perc_Pat_Sup_Plac_Th,Avg_Perc_Pat_Sup_Plac_Real,Avg_Pat_Comb,Avg_Pat_Mono,Avg_Pat_Back,Avg_Pat_Plac,Avg_Pat_Plac_First_Suc,Avg_Pat_Plac_Pool,Avg_Suc_Hist,Avg_Suc_Hist_Comb,Avg_Suc_Hist_Mono,Avg_Suc_Hist_Back,Avg_Suc_Hist_Plac,Avg_Suc_Bio,Avg_Suc_Bio_Comb,Avg_Suc_Bio_Mono,Avg_Suc_Bio_Back,Avg_Suc_Bio_Plac,Avg_Cohorts,Avg_Cohorts_First_Suc,Avg_TP,Avg_FP,Avg_TN,Avg_FN,Avg_any_P,FDR,PTP,PTT1ER,FWER,Disj_Power,FWER_BA,Disj_Power_BA
0.9,7,concurrent,0.01,100,Non,Setting 7,361.546,362.4680597,0.806406072,0.806406072,123.6156,123.6156,57.1574,57.1574,51.35940299,361.546,91.1928,49.384,24.7049,11.3618,5.7421,108.988,51.836,32.0546,14.7604,10.337,3.5603,4.434925373,0.5566,0,0,3.0037,0.3389,0,0.15633514,,,0.3389,0,0.3389
0.65,7,concurrent,0.01,100,Non,Setting 7,364.218,366.6567901,0.806125406,0.806125406,124.3651,124.3651,57.7439,57.7439,52.23796296,364.218,91.8483,49.7192,24.8635,11.5524,5.7132,154.8953,58.4234,50.9543,23.6514,21.8662,3.5569,4.405864198,0.5431,0,0,3.0138,0.3266,0,0.152689139,,,0.3266,0,0.3266
1,7,cohort,0.03,200,Non,Setting 14,1355.56,1000.114812,0.75,0.75,338.89,338.89,338.89,338.89,250.0287031,1355.56,440.5751,169.4564,101.6991,101.6265,67.7931,440.5751,169.4564,101.6991,101.6265,67.7931,6.9676,6.883870968,1.2738,0,0,5.6938,0.7595,0,0.182817613,,,0.7595,0,0.7595
0.9,7,cohort,0.01,400,Non,Setting 10,2672.5,1974.679645,0.579825381,0.579825381,668.125,668.125,668.125,668.125,493.6699112,2672.5,495.3561,195.8572,99.2408,133.461,66.7971,663.6055,223.6099,146.1471,173.5768,120.2717,6.8502,6.720038934,1.4459,0.1132,4.4697,0.8214,0.8219,0.072605991,0.637718873,0.024700517,0.109885662,0.855342525,0.1086,0.7941
0.65,7,cohort,0.03,200,Non,Setting 14,1397.09,1234.324104,0.75,0.75,349.2725,349.2725,349.2725,349.2725,308.581026,1397.09,454.2019,174.7438,104.8375,104.8614,69.7592,625.0832,174.6656,153.7194,153.6814,143.0168,6.9899,6.984258609,1.1313,0,0,5.8586,0.7115,0,0.161847809,,,0.7115,0,0.7115
0.9,7,cohort,0.03,200,Non,Setting 14,1380.19,1128.687867,0.75,0.75,345.0475,345.0475,345.0475,345.0475,282.1719667,1380.19,448.4163,172.5093,103.3761,103.5416,68.9893,496.7609,172.4339,117.2963,117.3904,89.6403,6.9785,6.945407397,1.2038,0,0,5.7747,0.7327,0,0.172501254,,,0.7327,0,0.7327
0.9,3,all,0.01,200,Non,Setting 4,533.914,438.3728507,0.5,0.5,175.7003,175.7003,91.2567,91.2567,71.44208145,533.914,115.1467,70.2653,17.5661,18.2002,9.1151,145.4468,73.7117,31.6358,23.6455,16.4538,2.6826,2.776470588,0,0.2894,2.3932,0,0.2218,1,,0.107880415,0.2218,,0.2218,0
0.65,3,all,0.01,200,Non,Setting 4,544.184,488.246968,0.5,0.5,179.5011,179.5011,92.5909,92.5909,79.35667034,544.184,117.5963,71.8292,17.9539,18.5637,9.2495,225.608,84.272,68.267,37.9375,35.1315,2.6988,2.802646086,0,0.2357,2.4631,0,0.1821,1,,0.087335112,0.1821,,0.1821,0
1,3,all,0.01,200,Non,Setting 4,520.3692,369.7698969,0.5,0.5,170.753,170.753,89.4316,89.4316,61.14927835,520.3692,112.2559,68.299,17.1065,17.9232,8.9272,112.2559,68.299,17.1065,17.9232,8.9272,2.662,2.639587629,0,0.3231,2.3389,0,0.2428,1,,0.121374906,0.2428,,0.2428,0
0.65,5,cohort,0.01,100,Non,Setting 7,294.008,298.4919786,0.75,0.75,73.502,73.502,73.502,73.502,74.62299465,294.008,66.0892,29.389,14.6522,14.6961,7.3519,122.6943,34.5329,30.0728,30.1398,27.9488,2.942,3.569964349,0.251,0,0,2.691,0.2244,0,0.085316111,,,0.2244,0,0.2244
0.9,5,cohort,0.01,100,Non,Setting 7,287.2328,282.623341,0.75,0.75,71.8082,71.8082,71.8082,71.8082,70.65583524,287.2328,64.5508,28.7519,14.3097,14.3221,7.1671,80.3888,30.2042,18.6277,18.6246,12.9323,2.8874,3.51624714,0.2492,0,0,2.6382,0.2185,0,0.086306019,,,0.2185,0,0.2185
1,5,cohort,0.01,100,Non,Setting 7,283.1548,264.9562399,0.75,0.75,70.7887,70.7887,70.7887,70.7887,66.23905997,283.1548,63.6507,28.3109,14.1429,14.1254,7.0715,63.6507,28.3109,14.1429,14.1254,7.0715,2.8735,3.420178282,0.2793,0,0,2.5942,0.2468,0,0.097198538,,,0.2468,0,0.2468
1,3,all,0.03,100,Non,Setting 7,285.1928,224.0138078,0.835440577,0.835440577,96.6932,96.6932,45.9032,45.9032,34.87918216,285.1928,71.6937,38.6226,19.3046,9.1763,4.5902,71.6937,38.6226,19.3046,9.1763,4.5902,2.8883,2.883961763,0.5617,0,0,2.3266,0.3796,0,0.194474258,,,0.3796,0,0.3796
0.65,3,all,0.03,100,Non,Setting 7,295.42,267.5998788,0.837226851,0.837226851,100.5279,100.5279,47.1821,47.1821,41.25886632,295.42,74.3772,40.1637,20.0801,9.4234,4.71,125.6431,47.2342,41.1431,19.3625,17.9033,2.8972,2.944831767,0.4834,0,0,2.4138,0.333,0,0.166850752,,,0.333,0,0.333
0.9,3,all,0.03,100,Non,Setting 7,292.2388,252.4813656,0.836851367,0.836851367,99.4131,99.4131,46.7063,46.7063,38.88108108,292.2388,73.527,39.7325,19.8629,9.2873,4.6443,88.0461,41.7239,25.7769,12.125,8.4203,2.8924,2.92972973,0.5248,0,0,2.3676,0.3555,0,0.181441018,,,0.3555,0,0.3555
0.9,7,cohort,0.03,100,Non,Setting 4,661.0388,529.7207352,0.5,0.5,165.2597,165.2597,165.2597,165.2597,132.4301838,661.0388,132.2866,66.1251,16.5971,33.0484,16.516,172.0015,69.3942,29.8029,43.0093,29.7951,6.6437,6.623992261,0,0.3644,6.2793,0,0.3101,1,,0.054848955,0.3101,,0.3101,0
0.65,7,cohort,0.03,100,Non,Setting 4,667.0708,566.1264737,0.5,0.5,166.7677,166.7677,166.7677,166.7677,141.5316184,667.0708,133.405,66.6915,16.6566,33.3858,16.6711,273.5212,78.3563,63.4294,68.2739,63.4616,6.6745,6.707395498,0,0.32,6.3545,0,0.2799,1,,0.047943666,0.2799,,0.2799,0
1,7,cohort,0.03,100,Non,Setting 4,657.9748,486.5206637,0.5,0.5,164.4937,164.4937,164.4937,164.4937,121.6301659,657.9748,131.6016,65.7829,16.4723,32.8423,16.5041,131.6016,65.7829,16.4723,32.8423,16.5041,6.6421,6.473906486,0,0.3937,6.2484,0,0.3315,1,,0.059273423,0.3315,,0.3315,0
0.65,3,dynamic,0.01,300,Non,Setting 14,871.4828,757.0985111,0.83846678,0.83846678,297.8678,297.8678,137.8736,137.8736,114.7384569,871.4828,307.3057,149,89.3872,41.3305,27.588,397.6022,149.1641,131.1138,60.7155,56.6088,2.89,2.926455106,1.2736,0,0,1.6164,0.6671,0,0.440692042,,,0.6671,0,0.6671
1,3,dynamic,0.01,300,Non,Setting 14,790.4952,612.6073926,0.832646537,0.832646537,266.7577,266.7577,128.4899,128.4899,94.95804196,790.4952,277.4568,133.3854,79.9398,38.4821,25.6495,277.4568,133.3854,79.9398,38.4821,25.6495,2.8619,2.854573997,1.3272,0,0,1.5347,0.7021,0,0.46374786,,,0.7021,0,0.7021
0.9,5,dynamic,0.03,400,Non,Setting 10,1931.6496,1558.834805,0.624146436,0.624146436,779.3341,779.3341,186.4907,186.4907,144.0684416,1931.6496,397.9077,226.6254,115.3413,37.2468,18.6942,511.6534,259.2946,170.2558,48.4733,33.6297,4.9988,4.998181818,1.3503,0.0912,3.2447,0.3126,0.7818,0.06326743,0.812015154,0.027338949,0.082856282,0.878544369,0.0825,0.7653
0.65,5,dynamic,0.03,400,Non,Setting 10,2011.0568,1879.772366,0.633977477,0.633977477,816.5271,816.5271,189.0013,189.0013,172.0528057,2011.0568,422.7118,243.9529,122.1077,37.7753,18.8759,830.6938,359.0082,322.373,77.4708,71.8418,5,4.999470619,1.321,0.0793,3.2673,0.3324,0.7685,0.056630722,0.798959719,0.023695691,0.072997092,0.866051873,0.0728,0.7513
0.9,3,dynamic,0.01,300,Non,Setting 14,834.4692,691.4075157,0.835457551,0.835457551,283.56,283.56,133.6746,133.6746,105.9105132,834.4692,293.8344,141.8162,85.1783,40.0632,26.7767,318.575,141.8751,96.4966,45.4069,34.7964,2.8668,2.890773505,1.2929,0,0,1.5739,0.6851,0,0.450990652,,,0.6851,0,0.6851
1,5,dynamic,0.03,400,Non,Setting 10,1843.2348,1273.300851,0.614158083,0.614158083,737.949,737.949,183.6684,183.6684,119.3489301,1843.2348,371.6386,208.7501,107.7079,36.7615,18.4191,371.6386,208.7501,107.7079,36.7615,18.4191,4.9996,4.99510183,1.3698,0.0921,3.2387,0.299,0.7826,0.063000205,0.820829338,0.027651015,0.084253866,0.882271468,0.0839,0.7644
0.9,7,cohort,0.01,100,Non,Setting 7,349.7548,358.9440504,0.75,0.75,87.4387,87.4387,87.4387,87.4387,89.73601261,349.7548,78.5302,34.8755,17.5205,17.408,8.7262,97.7401,36.6215,22.7007,22.6502,15.7677,3.5143,4.429866036,0.302,0,0,3.2123,0.2538,0,0.08593461,,,0.2538,0,0.2538
1,7,cohort,0.01,100,Non,Setting 7,339.6308,325.8234669,0.75,0.75,84.9077,84.9077,84.9077,84.9077,81.45586671,339.6308,76.2801,33.9176,16.9748,16.9202,8.4675,76.2801,33.9176,16.9748,16.9202,8.4675,3.4469,4.237858915,0.34,0,0,3.1069,0.2821,0,0.098639357,,,0.2821,0,0.2821
0.65,7,cohort,0.01,100,Non,Setting 7,357.1496,376.792688,0.75,0.75,89.2874,89.2874,89.2874,89.2874,94.198172,357.1496,80.276,35.6745,17.8036,17.8608,8.9371,149.173,42.004,36.6182,36.6501,33.9007,3.5738,4.575405069,0.2863,0,0,3.2875,0.2407,0,0.080110806,,,0.2407,0,0.2407
1,5,all,0.01,200,Non,Setting 4,834.5732,568.1785933,0.5,0.5,302.0314,302.0314,115.2552,115.2552,76.38012232,834.5732,185.627,120.7978,30.2357,23.0281,11.5654,185.627,120.7978,30.2357,23.0281,11.5654,4.2583,4.139755352,0,0.5251,3.7332,0,0.3284,1,,0.12331212,0.3284,,0.3284,0
0.9,5,all,0.03,100,Non,Setting 7,487.7288,392.1095462,0.870691392,0.870691392,183.2644,183.2644,60.6,60.6,46.85602504,487.7288,127.9962,73.2784,36.5064,12.1325,6.0789,151.0878,76.8963,47.5548,15.7183,10.9184,4.798,4.777190923,1.0697,0,0,3.7283,0.518,0,0.222947061,,,0.518,0,0.518
0.65,7,all,0.01,300,Non,Setting 14,2022.594,1392.762083,0.894308094,0.894308094,811.3207,811.3207,199.9763,199.9763,134.8121644,2022.594,749.1268,405.775,243.3544,60.0542,39.9432,932.9703,405.8558,357.1422,87.9407,82.0316,6.6725,6.445482139,4.0966,0,0,2.5759,0.8569,0,0.613952791,,,0.8569,0,0.8569
0.65,5,all,0.03,100,Non,Setting 7,491.646,418.6896977,0.87085047,0.87085047,184.9628,184.9628,60.8602,60.8602,49.64013983,491.646,129.2689,74.0688,36.8675,12.2362,6.0964,210.7627,86.8947,75.8087,24.955,23.1043,4.7801,4.855027761,1.0154,0,0,3.7647,0.4936,0,0.212422334,,,0.4936,0,0.4936
0.9,5,all,0.01,200,Non,Setting 4,857.7268,661.5977048,0.5,0.5,311.3705,311.3705,117.4929,117.4929,87.35543513,857.7268,191.078,124.6358,31.2085,23.4695,11.7642,238.6325,130.8166,56.1244,30.5322,21.1593,4.3046,4.362448199,0,0.4961,3.8085,0,0.3155,1,,0.115248804,0.3155,,0.3155,0
0.65,5,all,0.01,200,Non,Setting 4,873.1964,759.0221888,0.5,0.5,317.8975,317.8975,118.7007,118.7007,98.32493419,873.1964,194.6746,127.1223,31.8692,23.7794,11.9037,364.3172,149.418,120.9207,48.7856,45.1929,4.3122,4.511846559,0,0.4002,3.912,0,0.2689,1,,0.092806456,0.2689,,0.2689,0
0.9,7,all,0.01,300,Non,Setting 14,1858.3788,1186.320568,0.887661537,0.887661537,737.3928,737.3928,191.7966,191.7966,119.2616692,1858.3788,685.7928,368.7717,221.1916,57.4835,38.346,734.3483,368.7093,250.6803,65.1686,49.7901,6.5781,6.172156908,4.1005,0,0,2.4776,0.8596,0,0.623356288,,,0.8596,0,0.8596
1,5,all,0.03,100,Non,Setting 7,470.9244,348.7167674,0.867892417,0.867892417,176.0759,176.0759,59.3863,59.3863,42.50849698,470.9244,123.386,70.3492,35.2543,11.8396,5.9429,123.386,70.3492,35.2543,11.8396,5.9429,4.7655,4.641993958,1.1122,0,0,3.6533,0.5342,0,0.233385794,,,0.5342,0,0.5342
1,7,all,0.01,300,Non,Setting 14,1665.5292,988.4230236,0.880530297,0.880530297,651.832,651.832,180.9326,180.9326,105.1084142,1665.5292,611.9198,326.0091,195.4599,54.2827,36.1681,611.9198,326.0091,195.4599,54.2827,36.1681,6.4898,5.790337494,4.0964,0,0,2.3934,0.8663,0,0.631205892,,,0.8663,0,0.8663
0.65,3,concurrent,0.03,400,Non,Setting 10,1203.1328,1147.072309,0.620859516,0.620859516,439.7879,439.7879,161.7785,161.7785,151.3715428,1203.1328,246.2219,131.8315,65.8971,32.3308,16.1625,495.0289,193.4995,173.7121,66.3805,61.4368,3,3,0.801,0.0526,1.9474,0.199,0.6035,0.061621368,0.801,0.0263,0.05155176,0.828807052,0.0495,0.5829
1,3,dynamic,0.03,100,Non,Setting 7,288.4692,229.3658537,0.835930028,0.835930028,97.99,97.99,46.2446,46.2446,35.68954704,288.4692,72.5951,39.1312,19.6214,9.2201,4.6224,72.5951,39.1312,19.6214,9.2201,4.6224,2.8838,2.857839721,0.3874,0,0,2.4964,0.2909,0,0.134336639,,,0.2909,0,0.2909
0.65,3,dynamic,0.03,100,Non,Setting 7,295.2384,270.0709779,0.837212616,0.837212616,100.4787,100.4787,47.1405,47.1405,41.72910095,295.2384,74.3101,40.1353,20.0409,9.418,4.7159,125.5761,47.2293,41.1122,19.3645,17.8701,2.8955,2.947160883,0.3352,0,0,2.5603,0.2578,0,0.115765844,,,0.2578,0,0.2578
0.9,3,dynamic,0.03,100,Non,Setting 7,293.0532,258.4340801,0.836984636,0.836984636,99.7574,99.7574,46.7692,46.7692,39.92030848,293.0532,73.782,39.9068,19.9015,9.3209,4.6528,88.2968,41.8886,25.8415,12.1387,8.428,2.888,2.923246419,0.3631,0,0,2.5249,0.2769,0,0.125727147,,,0.2769,0,0.2769
1,3,concurrent,0.03,400,Non,Setting 10,1103.7176,802.2735758,0.608435024,0.608435024,396.7684,396.7684,155.0904,155.0904,107.1171548,1103.7176,217.4533,112.7727,58.096,30.9863,15.5983,217.4533,112.7727,58.096,30.9863,15.5983,2.9996,2.998551658,0.8095,0.0721,1.9253,0.1927,0.6238,0.081783122,0.807723009,0.036096926,0.070530799,0.845585099,0.0679,0.5947
0.9,3,concurrent,0.03,400,Non,Setting 10,1156.3088,976.9144715,0.616922882,0.616922882,419.4029,419.4029,158.7515,158.7515,129.5790244,1156.3088,232.7312,122.7039,62.5135,31.6665,15.8473,301.8699,140.0917,91.9625,41.2276,28.5881,2.9998,2.999674797,0.8136,0.0699,1.9234,0.1929,0.6177,0.079117148,0.808345753,0.035067476,0.067519767,0.838508436,0.0649,0.5914
0.65,7,dynamic,0.03,400,Non,Setting 10,2821.2044,2570.474868,0.643694756,0.643694756,1202.1446,1202.1446,208.4576,208.4576,182.5307828,2821.2044,603.2539,360.1787,180.4822,41.7594,20.8336,1168.1765,528.7278,474.74,85.612,79.0967,6.9994,6.999646851,1.9149,0.1061,4.5606,0.4178,0.8656,0.052498763,0.820894243,0.022735552,0.093809381,0.90918758,0.0938,0.855
0.9,3,dynamic,0.01,200,Non,Setting 4,536.1068,446.3815029,0.5,0.5,176.5311,176.5311,91.5223,91.5223,73.07514451,536.1068,115.7368,70.6082,17.6429,18.3147,9.171,146.1833,74.1085,31.7489,23.809,16.5169,2.6803,2.780924855,0,0.2114,2.4689,0,0.1744,1,,0.078871768,0.1744,,0.1744,0
0.9,7,dynamic,0.03,400,Non,Setting 10,2706.3296,2083.348241,0.631550019,0.631550019,1147.0774,1147.0774,206.0874,206.0874,150.5747729,2706.3296,566.0478,334.1976,169.9806,41.2537,20.6159,723.4921,382.3157,250.4859,53.5665,37.124,6.9994,6.992895411,1.9443,0.128,4.5316,0.3955,0.8716,0.061767119,0.830968459,0.027470169,0.11136682,0.911983033,0.1113,0.86
0.65,3,dynamic,0.01,200,Non,Setting 4,543.884,497.2985274,0.5,0.5,179.4151,179.4151,92.5269,92.5269,81.1793842,543.884,117.4457,71.7219,17.9471,18.5391,9.2376,225.3064,84.1807,68.1675,37.8754,35.0828,2.6965,2.825301205,0,0.1793,2.5172,0,0.15,1,,0.066493603,0.15,,0.15,0
0.65,7,all,0.03,100,Non,Setting 7,689.458,542.7027926,0.887061731,0.887061731,271.6916,271.6916,73.0374,73.0374,55.18600399,689.458,185.0038,108.7515,54.33,14.593,7.3293,296.9202,127.6911,111.4933,29.9834,27.7524,6.6505,6.591589096,1.662,0,0,4.9885,0.6103,0,0.249906022,,,0.6103,0,0.6103
0.9,7,all,0.03,100,Non,Setting 7,682.6688,506.9096774,0.887126,0.887126,268.7336,268.7336,72.6008,72.6008,51.98016129,682.6688,183.0303,107.5185,53.7118,14.5683,7.2317,214.5772,112.8059,69.8436,18.8887,13.039,6.6764,6.422903226,1.7414,0,0,4.935,0.629,0,0.260829189,,,0.629,0,0.629
1,3,dynamic,0.01,200,Non,Setting 4,532.3256,402.7376344,0.5,0.5,175.1567,175.1567,91.0061,91.0061,66.67634409,532.3256,114.991,70.1725,17.5472,18.1761,9.0952,114.991,70.1725,17.5472,18.1761,9.0952,2.6856,2.710752688,0,0.2302,2.4554,0,0.1874,1,,0.085716413,0.1874,,0.1874,0
1,7,all,0.03,100,Non,Setting 7,652.7092,443.258978,0.883512306,0.883512306,255.4898,255.4898,70.8648,70.8648,46.8935295,652.7092,174.4873,102.1901,51.0551,14.1726,7.0695,174.4873,102.1901,51.0551,14.1726,7.0695,6.6122,6.084163898,1.8247,0,0,4.7875,0.6383,0,0.27595959,,,0.6383,0,0.6383
1,7,dynamic,0.03,400,Non,Setting 10,2583.1824,1697.249827,0.617413178,0.617413178,1087.9619,1087.9619,203.6293,203.6293,125.4021915,2583.1824,526.5575,306.8527,158.5127,40.7658,20.4263,526.5575,306.8527,158.5127,40.7658,20.4263,6.9988,6.986851211,1.9537,0.126,4.5464,0.3727,0.8743,0.060585661,0.839795392,0.026966869,0.107096387,0.919238136,0.107,0.8639
0.65,7,all,0.01,200,Non,Setting 4,1202.462,1000.267178,0.5,0.5,461.7392,461.7392,139.4918,139.4918,111.3422819,1202.462,272.7285,184.521,46.1706,28.0335,14.0034,502.8493,217.0766,175.5078,57.2546,53.0103,5.9164,6.10738255,0,0.5488,5.3676,0,0.3179,1,,0.09275911,0.3179,,0.3179,0
0.9,7,all,0.01,200,Non,Setting 4,1173.9396,874.0871369,0.5,0.5,449.6127,449.6127,137.3571,137.3571,99.22562241,1173.9396,266.033,179.8575,45.0399,27.4095,13.7261,330.3731,188.9093,81.08,35.6264,24.7574,5.8832,5.846473029,0,0.7121,5.1711,0,0.3887,1,,0.12103957,0.3887,,0.3887,0
1,7,all,0.01,200,Non,Setting 4,1141.542,745.9073981,0.5,0.5,435.0267,435.0267,135.7443,135.7443,88.24559638,1141.542,258.3795,173.9693,43.5645,27.2403,13.6054,258.3795,173.9693,43.5645,27.2403,13.6054,5.8153,5.405385003,0,0.7427,5.0726,0,0.3998,1,,0.127714821,0.3998,,0.3998,0
0.65,5,dynamic,0.03,100,Non,Setting 7,491.454,428.6549223,0.870746824,0.870746824,184.8747,184.8747,60.8523,60.8523,51.23005181,491.454,129.1022,73.9559,36.8514,12.1916,6.1033,210.8563,86.892,75.8597,24.9701,23.1345,4.7771,4.861658031,0.6636,0,0,4.1135,0.3945,0,0.138912729,,,0.3945,0,0.3945
0.9,5,dynamic,0.03,100,Non,Setting 7,489.0884,408.4415649,0.870741785,0.870741785,184.0201,184.0201,60.5241,60.5241,49.02367306,489.0884,128.5869,73.6358,36.7122,12.1641,6.0748,151.7295,77.2744,47.7777,15.766,10.9114,4.7807,4.79192624,0.6863,0,0,4.0944,0.4108,0,0.143556383,,,0.4108,0,0.4108
1,5,dynamic,0.03,100,Non,Setting 7,477.1672,362.7585569,0.868773719,0.868773719,178.9942,178.9942,59.5894,59.5894,44.31452359,477.1672,125.1781,71.5603,35.8076,11.8774,5.9328,125.1781,71.5603,35.8076,11.8774,5.9328,4.7509,4.626965772,0.7722,0,0,3.9787,0.4384,0,0.162537624,,,0.4384,0,0.4384
0.9,5,dynamic,0.01,300,Non,Setting 14,1370.5012,1005.832399,0.87012064,0.87012064,516.5108,516.5108,168.7398,168.7398,118.4853692,1370.5012,497.4423,258.2105,154.8187,50.652,33.7611,534.8322,258.144,175.4451,57.41,43.8331,4.7428,4.664425352,2.4582,0,0,2.2846,0.804,0,0.518301425,,,0.804,0,0.804
0.65,5,dynamic,0.01,300,Non,Setting 14,1444.8216,1133.273898,0.874290604,0.874290604,548.9004,548.9004,173.5104,173.5104,130.721682,1444.8216,525.9891,274.5361,164.6812,52.0049,34.7669,663.5996,274.6337,241.4289,76.3405,71.1965,4.7771,4.768278823,2.4192,0,0,2.3579,0.7932,0,0.506416026,,,0.7932,0,0.7932
1,5,dynamic,0.01,300,Non,Setting 14,1264.064,860.2353522,0.864900615,0.864900615,471.8822,471.8822,160.1498,160.1498,104.2777846,1264.064,457.5213,235.9758,141.4839,48.0175,32.0441,457.5213,235.9758,141.4839,48.0175,32.0441,4.6908,4.502652029,2.4859,0,0,2.2049,0.8121,0,0.529952247,,,0.8121,0,0.8121
0.65,3,concurrent,0.03,100,Non,Setting 7,295.496,264.8793566,0.837430032,0.837430032,100.6094,100.6094,47.1386,47.1386,40.60991957,295.496,74.4764,40.2317,20.1105,9.4247,4.7095,125.736,47.3083,41.1819,19.3288,17.917,2.8979,2.946715818,0.4116,0,0,2.4863,0.3021,0,0.142033887,,,0.3021,0,0.3021
0.9,3,concurrent,0.03,100,Non,Setting 7,292.904,253.2580038,0.837145166,0.837145166,99.7058,99.7058,46.7462,46.7462,38.717828,292.904,73.7329,39.8454,19.8624,9.3639,4.6612,88.2374,41.8117,25.803,12.1854,8.4373,2.8942,2.934086629,0.4457,0,0,2.4485,0.3232,0,0.15399765,,,0.3232,0,0.3232
1,3,concurrent,0.03,100,Non,Setting 7,286.5768,221.6892928,0.835338083,0.835338083,97.0997,97.0997,46.1887,46.1887,34.47259301,286.5768,72.112,38.8849,19.3642,9.2263,4.6366,72.112,38.8849,19.3642,9.2263,4.6366,2.8916,2.883555808,0.4942,0,0,2.3974,0.3554,0,0.170908839,,,0.3554,0,0.3554
0.65,5,concurrent,0.03,400,Non,Setting 10,2010.1788,1869.629883,0.63359611,0.63359611,816.0363,816.0363,189.0531,189.0531,170.856504,2010.1788,422.8001,243.9703,122.3111,37.6849,18.8338,830.3067,358.6905,322.2958,77.5264,71.794,5,4.999868473,1.3773,0.0968,3.2456,0.2803,0.7752,0.065667187,0.830900097,0.028961225,0.088808519,0.875550406,0.0884,0.7556
0.9,5,concurrent,0.03,400,Non,Setting 10,1920.8508,1521.256678,0.621495767,0.621495767,774.1436,774.1436,186.2818,186.2818,140.8490206,1920.8508,394.5716,224.6226,114.1152,37.1985,18.6353,507.8353,257.1049,168.8049,48.3835,33.542,4.9992,4.99720173,1.3935,0.1162,3.2242,0.2653,0.7968,0.076968934,0.840065107,0.034786253,0.104813587,0.893631749,0.1043,0.7746
1,5,concurrent,0.03,400,Non,Setting 10,1818.8456,1232.509073,0.611463061,0.611463061,726.5963,726.5963,182.8265,182.8265,115.7004723,1818.8456,365.7024,205.1087,105.777,36.5933,18.2234,365.7024,205.1087,105.777,36.5933,18.2234,4.9988,4.995028586,1.4436,0.1266,3.1855,0.2431,0.8104,0.080626672,0.855872414,0.038223484,0.11151296,0.906095741,0.111,0.7893
0.65,7,dynamic,0.03,100,Non,Setting 7,689.8816,565.5373406,0.887117524,0.887117524,271.8712,271.8712,73.0696,73.0696,57.76300344,689.8816,185.0438,108.7895,54.3798,14.5659,7.3086,297.1247,127.868,111.5773,29.9597,27.7197,6.653,6.630034406,1.0877,0,0,5.5653,0.5087,0,0.163490155,,,0.5087,0,0.5087
1,5,dynamic,0.01,200,Non,Setting 4,849.8288,616.8221464,0.5,0.5,308.3152,308.3152,116.5992,116.5992,82.37277209,849.8288,189.2572,123.3831,30.8673,23.3487,11.6581,189.2572,123.3831,30.8673,23.3487,11.6581,4.2798,4.249525976,0,0.3773,3.9025,0,0.2649,1,,0.088158325,0.2649,,0.2649,0
0.9,7,dynamic,0.03,100,Non,Setting 7,684.3472,542.9896907,0.886634397,0.886634397,269.4941,269.4941,72.6795,72.6795,55.9222839,684.3472,183.2419,107.6916,53.7463,14.511,7.293,214.9897,113.032,69.9322,18.9059,13.1196,6.643,6.502379064,1.1005,0,0,5.5425,0.5152,0,0.165663104,,,0.5152,0,0.5152
0.65,5,dynamic,0.01,200,Non,Setting 4,872.76,777.1683649,0.5,0.5,317.7008,317.7008,118.6792,118.6792,101.4808345,872.76,194.5261,127.0629,31.8083,23.7398,11.9151,364.0298,149.3396,120.7766,48.7904,45.1232,4.3094,4.568170791,0,0.2878,4.0216,0,0.2082,1,,0.066784239,0.2082,,0.2082,0
0.9,5,dynamic,0.01,200,Non,Setting 4,859.3848,681.7198293,0.5,0.5,311.7749,311.7749,117.9175,117.9175,90.23748545,859.3848,191.3582,124.7598,31.2703,23.5733,11.7548,238.978,130.9298,56.1837,30.6462,21.2183,4.29,4.421032208,0,0.3741,3.9159,0,0.2591,1,,0.087202797,0.2591,,0.2591,0
0.65,3,concurrent,0.01,300,Non,Setting 14,874.0632,746.8817075,0.838601709,0.838601709,298.6034,298.6034,138.4282,138.4282,112.8124155,874.0632,308.3042,149.3816,89.6833,41.5008,27.7385,398.7241,149.4406,131.4883,61.0008,56.7944,2.899,2.926649632,1.2916,0,0,1.6074,0.6664,0,0.445532942,,,0.6664,0,0.6664
0.9,3,concurrent,0.01,300,Non,Setting 14,836.916,673.9141973,0.835175904,0.835175904,283.9247,283.9247,134.5333,134.5333,103.1220699,836.916,294.5224,142.0026,85.2377,40.2933,26.9888,319.1731,141.9724,96.5289,45.6714,35.0004,2.875,2.884859207,1.3025,0,0,1.5725,0.679,0,0.453043478,,,0.679,0,0.679
1,7,dynamic,0.03,100,Non,Setting 7,670.1076,480.2254666,0.885667472,0.885667472,263.2797,263.2797,71.7741,71.7741,50.16170763,670.1076,179.3339,105.2724,52.584,14.3272,7.1503,179.3339,105.2724,52.584,14.3272,7.1503,6.6467,6.215486971,1.2353,0,0,5.4114,0.5515,0,0.185851626,,,0.5515,0,0.5515
