ShortTermEndpointQuality,Maximumnumberofcohorts,TypeofDataSharing,CohortInclusionRate,FinalCohortSampleSize,InterimFutilityStopping,TreatmentEfficacySetting,Avg_Pat,Avg_Pat_First_Suc,Avg_Perc_Pat_Sup_Plac,Avg_Cohorts,FDR,PTP,PTT1ER,FWER,Disj_Power,FWER_BA,Disj_Power_BA
0.65,5,dynamic,0.03,300,Yes,11,823.3672,825.4736842,0,4.9652,1,,0.000382663,0.0019,,0.0019,0
0.65,5,dynamic,0.03,500,Non,14,2507.0012,2284.074787,0.907945174,5,0,0.73092,,,0.906,0,0.906
0.9,5,dynamic,0.03,300,Yes,11,825.9644,857.3333333,0,4.9656,1,,0.00042291,0.0021,,0.0021,0
1,5,dynamic,0.03,300,Yes,11,827.8708,874.5882353,0,4.9631,1,,0.000685056,0.0034,,0.0034,0
0.9,5,dynamic,0.03,500,Non,14,2258.9108,1739.213926,0.900957153,5,0,0.74668,,,0.9156,0,0.9156
1,5,dynamic,0.03,500,Non,14,2008.8428,1438.880348,0.896056401,4.9996,0,0.755060405,,,0.9202,0,0.9202
0.65,3,concurrent,0.03,300,Yes,11,496.9716,432.4444444,0,2.9856,1,,0.000301447,0.0009,,0.0009,0
0.9,3,concurrent,0.03,300,Yes,11,494.1468,482,0,2.9828,1,,0.000268204,0.0008,,0.0008,0
1,3,concurrent,0.03,300,Yes,11,500.1468,528.1904762,0,2.9815,1,,0.000704343,0.0021,,0.0021,0
0.65,3,concurrent,0.03,400,Non,7,1203.1028,1121.363606,0.865507955,3,0,0.785333333,,,0.8992,0,0.8992
1,3,concurrent,0.03,400,Non,7,941.4184,717.7363527,0.853109982,2.9996,0,0.797139619,,,0.9147,0,0.9147
0.65,7,dynamic,0.03,300,Yes,11,1161.2968,1179.612903,0,6.9471,1,,0.000446229,0.0031,,0.0031,0
0.9,3,concurrent,0.03,400,Non,7,1103.634,928.0961792,0.859118957,2.9996,0,0.800173356,,,0.9115,0,0.9115
1,7,dynamic,0.03,400,Non,7,2155.1132,1406.022955,0.912784049,6.9988,0,0.829485055,,,0.9676,0,0.9676
0.9,7,dynamic,0.03,400,Non,7,2549.7476,1828.973186,0.91991977,6.9988,0,0.820797851,,,0.9629,0,0.9629
0.9,7,dynamic,0.03,300,Yes,11,1169.9368,1197.694915,0,6.9399,1,,0.000907794,0.0059,,0.0059,0
0.65,7,dynamic,0.03,400,Non,7,2821.1196,2416.251638,0.926086765,7,0,0.817585714,,,0.9632,0,0.9632
1,7,dynamic,0.03,300,Yes,11,1175.8244,1213.679012,0,6.9434,1,,0.001180978,0.0081,,0.0081,0
0.65,5,concurrent,0.03,300,Yes,11,824.4464,846,0,4.9646,1,,0.000302139,0.0014,,0.0014,0
0.9,5,concurrent,0.03,300,Yes,11,828.444,867.7241379,0,4.9691,1,,0.000603731,0.0029,,0.0029,0
0.9,5,cohort,0.03,400,Non,4,1958.62,1551.740033,0.5,5,1,,0.12216,0.4816,,0.4816,0
0.65,3,concurrent,0.03,500,Non,14,1500.0184,1414.212986,0.867252683,3,0,0.723366667,,,0.8528,0,0.8528
0.9,3,concurrent,0.03,500,Non,14,1357.1632,1135.224485,0.860330696,2.9996,0,0.738665155,,,0.87,0,0.87
1,3,concurrent,0.03,500,Non,14,1206.6744,930.7204941,0.856310708,2.9996,0,0.739765302,,,0.8762,0,0.8762
1,5,concurrent,0.03,300,Yes,11,833.2148,839.1,0,4.9612,1,,0.000806257,0.004,,0.004,0
0.65,5,cohort,0.03,400,Non,4,1997.12,1882.856422,0.5,5,1,,0.09598,0.3963,,0.3963,0
0.65,3,all,0.01,500,Non,4,1494.896,1338.76816,0.5,2.9861,1,,0.103077593,0.231,,0.231,0
0.65,7,dynamic,0.03,500,Non,14,3515.9892,3094.846287,0.928268657,7,0,0.758085714,,,0.9288,0,0.9288
1,5,cohort,0.03,400,Non,4,1922.56,1318.04058,0.5,5,1,,0.13616,0.5175,,0.5175,0
1,3,all,0.01,500,Non,4,1422.1676,934.1121019,0.5,2.9712,1,,0.149535541,0.3148,,0.3148,0
0.9,7,dynamic,0.03,500,Non,14,3139.012,2270.489192,0.921603715,6.9994,0,0.767408635,,,0.9406,0,0.9406
0.9,3,all,0.01,500,Non,4,1443.2232,1042.554782,0.5,2.9797,1,,0.14981374,0.3169,,0.3169,0
0.65,5,concurrent,0.03,400,Non,7,2010.0484,1784.021311,0.906012766,5,0,0.82696,,,0.9392,0,0.9392
0.9,5,concurrent,0.03,400,Non,7,1804.7844,1371.792328,0.898660538,4.9992,0,0.833793407,,,0.9523,0,0.9523
0.9,3,cohort,0.03,300,Yes,11,507.8328,499.7142857,0,2.9823,1,,0.000469436,0.0014,,0.0014,0
1,7,dynamic,0.03,500,Non,14,2756.9692,1856.680905,0.91636603,7,0,0.779271429,,,0.9421,0,0.9421
1,5,concurrent,0.03,400,Non,7,1517.1732,1054.930126,0.891760946,4.998,0,0.838715486,,,0.9564,0,0.9564
1,3,cohort,0.03,300,Yes,11,512.094,507.6,0,2.982,1,,0.000670691,0.002,,0.002,0
0.65,3,cohort,0.03,300,Yes,11,501.658,469.1428571,0,2.9815,1,,0.000234781,0.0007,,0.0007,0
0.65,7,concurrent,0.03,300,Yes,11,1157.7708,1137.230769,0,6.9352,1,,0.000374899,0.0026,,0.0026,0
1,7,concurrent,0.03,300,Yes,11,1167.0072,1213.479452,0,6.94,1,,0.001080692,0.0073,,0.0073,0
0.9,7,concurrent,0.03,300,Yes,11,1162.6376,1195.071429,0,6.9492,1,,0.000849019,0.0056,,0.0056,0
0.65,5,concurrent,0.03,500,Non,14,2506.3748,2275.811254,0.907999662,5,0,0.76218,,,0.9036,0,0.9036
0.9,5,concurrent,0.03,500,Non,14,2236.1864,1702.298599,0.900456447,5,0,0.77378,,,0.9144,0,0.9144
1,5,concurrent,0.03,500,Non,14,1953.2276,1396.237692,0.895688211,5,0,0.78108,,,0.9226,0,0.9226
0.65,7,concurrent,0.03,400,Non,7,2819.5588,2395.667606,0.926154824,7,0,0.848171429,,,0.9594,0,0.9594
1,7,concurrent,0.03,400,Non,7,2105.1352,1344.308518,0.912419397,6.9976,0,0.855779124,,,0.9692,0,0.9692
0.9,7,concurrent,0.03,400,Non,7,2517.646,1766.89967,0.91928194,6.997,0,0.8579677,,,0.9695,0,0.9695
0.65,5,cohort,0.03,300,Yes,11,830.75,651.5294118,0,4.9571,1,,0.000342942,0.0017,,0.0017,0
0.9,5,cohort,0.03,300,Yes,11,844.0312,726.6,0,4.9659,1,,0.000402747,0.002,,0.002,0
0.65,3,cohort,0.03,400,Non,7,1198.34,1134.49146,0.75,3,0,0.594366667,,,0.9368,0,0.9368
1,7,cohort,0.03,400,Non,4,2694.9,1809.907058,0.5,6.9988,1,,0.13352289,0.6305,,0.6305,0
0.9,7,cohort,0.03,400,Non,4,2741.68,2123.517763,0.5,6.9994,1,,0.124953567,0.608,,0.608,0
1,3,cohort,0.03,400,Non,7,1041.04,787.3560893,0.75,2.9988,0,0.628117914,,,0.9492,0,0.9492
1,5,cohort,0.03,300,Yes,11,848.5264,794.2702703,0,4.9649,1,,0.000745232,0.0037,,0.0037,0
1,3,all,0.01,400,Yes,11,612.2008,724.8,0,2.7192,1,,0.001103266,0.003,,0.003,0
0.65,3,all,0.01,400,Yes,11,598.3188,660,0,2.72,1,,0.000220588,0.0006,,0.0006,0
0.9,3,all,0.01,400,Yes,11,607.3888,695.7894737,0,2.7328,1,,0.000695258,0.0019,,0.0019,0
0.9,3,cohort,0.03,400,Non,7,1149.04,1006.015768,0.75,2.9988,0,0.609010271,,,0.9386,0,0.9386
0.65,7,cohort,0.03,400,Non,4,2796.04,2613.624853,0.5,7,1,,0.0973,0.5118,,0.5118,0
0.65,7,concurrent,0.03,500,Non,14,3514.8248,3075.570184,0.928204098,7,0,0.786114286,,,0.9307,0,0.9307
0.9,7,concurrent,0.03,500,Non,14,3098.8508,2208.296044,0.920988978,7,0,0.797528571,,,0.9414,0,0.9414
0.9,5,all,0.01,500,Non,4,2395.5368,1626.8997,0.5,4.9559,1,,0.154724672,0.4348,,0.4348,0
0.65,5,all,0.01,500,Non,4,2495.2208,2139.992551,0.5,4.9762,1,,0.107009365,0.3247,,0.3247,0
1,7,concurrent,0.03,500,Non,14,2710.2536,1804.761986,0.916322736,7,0,0.801128571,,,0.9415,0,0.9415
1,5,all,0.01,500,Non,4,2372.8756,1474.63339,0.5,4.9458,1,,0.145315217,0.4147,,0.4147,0
0.65,5,all,0.01,400,Yes,11,968.626,1228.6,0,4.3712,1,,0.00045754,0.002,,0.002,0
0.9,5,all,0.01,400,Yes,11,986.0052,1211.166667,0,4.3698,1,,0.001121333,0.0048,,0.0048,0
0.65,7,cohort,0.03,300,Yes,11,1165.88,1009.73913,0,6.9511,1,,0.000330883,0.0023,,0.0023,0
1,5,all,0.01,400,Yes,11,1004.656,1181.910448,0,4.3842,1,,0.001573833,0.0067,,0.0067,0
1,7,cohort,0.03,300,Yes,11,1183.7436,1137.560976,0,6.9326,1,,0.000591409,0.0041,,0.0041,0
0.9,3,cohort,0.03,500,Non,14,1425.9472,1240.070716,0.75,3,0,0.567566667,,,0.922,0,0.922
0.9,7,cohort,0.03,300,Yes,11,1178.7364,1057.857143,0,6.9462,1,,0.000403098,0.0028,,0.0028,0
0.65,3,cohort,0.03,500,Non,14,1497.1976,1433.207464,0.75,3,0,0.5532,,,0.911,0,0.911
1,3,cohort,0.03,500,Non,14,1324.0672,1021.221728,0.75,2.9996,0,0.575276704,,,0.9223,0,0.9223
0.65,3,dynamic,0.01,400,Yes,11,595.8884,648,0,2.7224,1,,0.000220394,0.0006,,0.0006,0
0.9,7,all,0.01,500,Non,4,3353.3172,2183.243855,0.5,6.9378,1,,0.15702384,0.5153,,0.5153,0
0.65,7,all,0.01,500,Non,4,3495.8592,2908.227718,0.5,6.9631,1,,0.107164912,0.394,,0.394,0
1,3,all,0.01,500,Non,7,1047.3328,771.4321373,0.837550251,2.9271,0,0.88357077,,,0.9617,0,0.9617
1,7,all,0.01,500,Non,4,3312.3976,1933.309611,0.5,6.9154,1,,0.151415681,0.4909,,0.4909,0
0.9,3,dynamic,0.01,400,Yes,11,596.0456,665.6,0,2.7242,1,,0.00036708,0.001,,0.001,0
0.9,5,cohort,0.03,400,Non,7,1916.56,1533.282,0.75,4.9996,0,0.613049044,,,0.9922,0,0.9922
1,3,dynamic,0.01,400,Yes,11,597.1776,715.3846154,0,2.717,1,,0.000478469,0.0013,,0.0013,0
1,3,dynamic,0.01,500,Non,4,1436.7676,965.3904354,0.5,2.9724,1,,0.126934464,0.2808,,0.2808,0
0.65,3,all,0.01,500,Non,7,1492.3404,1271.776074,0.853044864,2.9827,0,0.880041573,,,0.9523,0,0.9523
1,5,cohort,0.03,400,Non,7,1736.3,1137.78852,0.75,4.9968,0,0.632104547,,,0.993,0,0.993
0.65,5,cohort,0.03,400,Non,7,1996.82,1818.928456,0.75,5,0,0.5968,,,0.9896,0,0.9896
0.9,3,dynamic,0.01,500,Non,4,1453.358,1065.282807,0.5,2.9815,1,,0.127720946,0.2864,,0.2864,0
0.65,3,dynamic,0.01,500,Non,4,1494.7112,1340.059273,0.5,2.9854,1,,0.088597843,0.2103,,0.2103,0
0.65,7,all,0.01,400,Yes,11,1351.5124,1625.688889,0,6.0408,1,,0.000794597,0.0045,,0.0045,0
0.9,3,all,0.01,500,Non,7,1296.9524,1014.599895,0.844636349,2.9672,0,0.882785117,,,0.9568,0,0.9568
0.9,7,all,0.01,400,Yes,11,1384.362,1708.075472,0,6.0406,1,,0.00188723,0.0106,,0.0106,0
1,7,all,0.01,400,Yes,11,1413.3336,1641.858824,0,6.0837,1,,0.003008038,0.017,,0.017,0
0.9,5,cohort,0.03,500,Non,14,2378.8008,1896.318182,0.75,4.9996,0,0.565265221,,,0.9856,0,0.9856
0.65,5,cohort,0.03,500,Non,14,2495.4864,2324.725089,0.75,5,0,0.54992,,,0.9825,0,0.9825
1,5,cohort,0.03,500,Non,14,2205.892,1497.128767,0.75,4.9988,0,0.581399536,,,0.9855,0,0.9855
0.65,5,dynamic,0.01,400,Yes,11,967.93,929.5555556,0,4.3827,1,,0.000410706,0.0018,,0.0018,0
0.65,5,dynamic,0.01,500,Non,4,2495.4548,2148.341647,0.5,4.9747,1,,0.09132209,0.2953,,0.2953,0
0.9,5,dynamic,0.01,500,Non,4,2416.0036,1672.730691,0.5,4.9602,1,,0.131990646,0.3955,,0.3955,0
0.9,5,dynamic,0.01,400,Yes,11,978.8192,1103,0,4.3989,1,,0.000750188,0.0032,,0.0032,0
1,5,dynamic,0.01,400,Yes,11,984.1428,1096.25,0,4.3943,1,,0.000750973,0.0032,,0.0032,0
1,5,dynamic,0.01,500,Non,4,2403.6252,1550.360262,0.5,4.9554,1,,0.121624894,0.3685,,0.3685,0
0.9,3,concurrent,0.01,400,Yes,11,596.5796,739.5294118,0,2.7179,1,,0.000625483,0.0017,,0.0017,0
0.65,3,concurrent,0.01,400,Yes,11,597.4804,688,0,2.7209,1,,0.000110258,0.0003,,0.0003,0
1,3,concurrent,0.01,400,Yes,11,609.7192,788.7058824,0,2.7309,1,,0.000622505,0.0017,,0.0017,0
0.65,7,dynamic,0.01,400,Yes,11,1340.9728,1644.48,0,6.0173,1,,0.000415469,0.0025,,0.0025,0
1,7,cohort,0.03,400,Non,7,2430.5,1420.773264,0.75,6.9964,0,0.629709565,,,0.9994,0,0.9994
1,5,all,0.01,500,Non,7,1630.042,1037.866721,0.872356949,4.8448,0,0.921957563,,,0.9859,0,0.9859
0.65,7,cohort,0.03,400,Non,7,2795.22,2466.766363,0.75,7,0,0.5958,,,0.9977,0,0.9977
0.9,7,cohort,0.03,500,Non,14,3331.8264,2460.752559,0.75,6.9988,0,0.564196719,,,0.9966,0,0.9966
0.9,7,cohort,0.03,400,Non,7,2683.26,1981.255507,0.75,6.9988,0,0.611790593,,,0.9988,0,0.9988
0.9,7,dynamic,0.01,400,Yes,11,1371.7788,1579.513514,0,6.0508,1,,0.001256032,0.0074,,0.0074,0
1,7,dynamic,0.01,400,Yes,11,1369.7972,1576.853333,0,6.0241,1,,0.001278199,0.0075,,0.0075,0
0.65,5,all,0.01,500,Non,7,2492.1956,1899.249388,0.893297286,4.9757,0,0.919508813,,,0.98,0,0.98
0.65,7,cohort,0.03,500,Non,14,3492.9072,3166.780811,0.75,7,0,0.5468,,,0.9964,0,0.9964
0.9,5,all,0.01,500,Non,7,2082.2952,1407.851399,0.881270514,4.924,0,0.918866775,,,0.9827,0,0.9827
0.65,5,concurrent,0.01,400,Yes,11,964.388,1022.909091,0,4.3844,1,,0.00025089,0.0011,,0.0011,0
1,7,cohort,0.03,500,Non,14,3088.836,1895.294731,0.75,6.9988,0,0.581742584,,,0.9982,0,0.9982
0.65,3,concurrent,0.01,500,Non,4,1493.892,1337.834878,0.5,2.9844,1,,0.105012733,0.2383,,0.2383,0
0.65,7,dynamic,0.01,500,Non,4,3497.0564,2919.430536,0.5,6.9608,1,,0.088351914,0.3555,,0.3555,0
1,3,concurrent,0.01,500,Non,4,1426.2656,946.4190231,0.5,2.9708,1,,0.143025448,0.3123,,0.3123,0
0.9,3,concurrent,0.01,500,Non,4,1441.024,1050.994265,0.5,2.9766,1,,0.15312773,0.3324,,0.3324,0
1,7,dynamic,0.01,500,Non,4,3370.2952,2073.146129,0.5,6.9344,1,,0.120947739,0.4394,,0.4394,0
0.9,5,concurrent,0.01,400,Yes,11,965.5728,1062.181818,0,4.3841,1,,0.000501813,0.0022,,0.0022,0
0.9,7,dynamic,0.01,500,Non,4,3385.4784,2227.666379,0.5,6.9443,1,,0.130625117,0.4668,,0.4668,0
1,5,concurrent,0.01,400,Yes,11,993.5656,1240.695652,0,4.4392,1,,0.000540638,0.0023,,0.0023,0
0.65,7,all,0.01,500,Non,7,3490.6896,2436.601418,0.914425395,6.9558,0,0.936225883,,,0.987,0,0.987
0.65,7,concurrent,0.01,400,Yes,11,1339.5908,1410.8,0,6.0633,1,,0.000329853,0.002,,0.002,0
0.9,3,cohort,0.01,400,Yes,11,600.26,669.2,0,2.7241,1,,0.000367094,0.001,,0.001,0
0.65,3,cohort,0.01,400,Yes,11,597.52,590.2222222,0,2.7265,1,,0.000330094,0.0009,,0.0009,0
1,7,all,0.01,500,Non,7,2211.164,1242.086535,0.892033794,6.7625,0,0.938454713,,,0.9892,0,0.9892
1,3,cohort,0.01,400,Yes,11,604.66,597.7777778,0,2.735,1,,0.000658135,0.0018,,0.0018,0
0.9,7,all,0.01,500,Non,7,2846.1792,1717.626858,0.901376665,6.8838,0,0.937331125,,,0.9889,0,0.9889
0.9,7,concurrent,0.01,400,Yes,11,1333.174,1521.090909,0,6.0214,1,,0.000548045,0.0033,,0.0033,0
1,7,concurrent,0.01,400,Yes,11,1348.9532,1590.488889,0,6.0371,1,,0.000745391,0.0045,,0.0045,0
0.65,5,concurrent,0.01,500,Non,4,2492.744,2141.117755,0.5,4.9705,1,,0.106709587,0.3303,,0.3303,0
0.9,5,concurrent,0.01,500,Non,4,2400.4732,1650.147856,0.5,4.9543,1,,0.151424016,0.4326,,0.4326,0
0.65,3,dynamic,0.01,500,Non,7,1495.072,1280.230461,0.853147266,2.987,0,0.838667559,,,0.9499,0,0.9499
1,3,dynamic,0.01,500,Non,7,1100.2736,807.1190402,0.837792817,2.935,0,0.851413969,,,0.9586,0,0.9586
0.9,3,dynamic,0.01,500,Non,7,1324.7848,1042.992054,0.845325164,2.9638,0,0.848134152,,,0.9566,0,0.9566
1,5,concurrent,0.01,500,Non,4,2369.3384,1469.950144,0.5,4.9383,1,,0.146528157,0.4186,,0.4186,0
1,5,dynamic,0.01,500,Non,7,1731.6208,1100.287228,0.873057721,4.8557,0,0.888481578,,,0.9819,0,0.9819
0.9,5,dynamic,0.01,500,Non,7,2147.2364,1463.624123,0.88269748,4.9287,0,0.890255037,,,0.9835,0,0.9835
0.65,3,all,0.03,400,Yes,11,656.5224,634.5454545,0,2.9972,1,,0.000400374,0.0011,,0.0011,0
0.65,5,dynamic,0.01,500,Non,7,2490.1072,1919.391731,0.893014728,4.9668,0,0.879580414,,,0.9776,0,0.9776
0.65,5,cohort,0.01,400,Yes,11,958.28,783.6,0,4.3921,1,,0.000227682,0.001,,0.001,0
0.9,3,all,0.03,400,Yes,11,662.2648,703.1428571,0,2.9956,1,,0.000467352,0.0014,,0.0014,0
1,3,all,0.03,400,Yes,11,666.8576,723.5789474,0,2.996,1,,0.000667557,0.0019,,0.0019,0
0.9,5,cohort,0.01,400,Yes,11,964.6,890.9090909,0,4.369,1,,0.000251774,0.0011,,0.0011,0
1,5,cohort,0.01,400,Yes,11,968.78,1062.956522,0,4.3839,1,,0.000524647,0.0023,,0.0023,0
0.65,7,concurrent,0.01,500,Non,4,3499.6452,2913.331304,0.5,6.9695,1,,0.106263003,0.3994,,0.3994,0
0.9,7,concurrent,0.01,500,Non,4,3361.7892,2175.970963,0.5,6.9356,1,,0.153396966,0.513,,0.513,0
1,7,concurrent,0.01,500,Non,4,3320.6824,1983.438928,0.5,6.9227,1,,0.151443801,0.5094,,0.5094,0
0.9,3,cohort,0.01,500,Non,4,1447.1808,1106.719912,0.5,2.9764,1,,0.141714823,0.3631,,0.3631,0
0.65,5,all,0.03,400,Yes,11,1103.8668,1137.6,0,4.99,1,,0.000420842,0.002,,0.002,0
0.9,5,all,0.03,400,Yes,11,1116.2864,1178.24,0,4.9884,1,,0.001022372,0.005,,0.005,0
1,3,cohort,0.01,500,Non,4,1421.8776,974.4789322,0.5,2.9746,1,,0.148456935,0.3821,,0.3821,0
0.65,3,cohort,0.01,500,Non,4,1490.4696,1362.824229,0.5,2.9858,1,,0.099169402,0.2691,,0.2691,0
1,3,concurrent,0.01,500,Non,7,1087.0092,786.0159934,0.837363885,2.9274,0,0.866263579,,,0.9631,0,0.9631
1,5,all,0.03,400,Yes,11,1125.8348,1169.25,0,4.9885,1,,0.001703919,0.008,,0.008,0
0.9,3,concurrent,0.01,500,Non,7,1323.18,1027.42672,0.84506534,2.9676,0,0.860021566,,,0.9567,0,0.9567
0.65,3,concurrent,0.01,500,Non,7,1494.6324,1273.707127,0.853348892,2.9867,0,0.856865437,,,0.9502,0,0.9502
0.9,7,cohort,0.01,400,Yes,11,1337.36,1350.117647,0,6.0447,1,,0.000281238,0.0017,,0.0017,0
0.65,7,cohort,0.01,400,Yes,11,1312.38,1241,0,6.0332,1,,0.000215474,0.0012,,0.0012,0
0.65,7,dynamic,0.01,500,Non,7,3486.4204,2458.595033,0.91413339,6.9455,0,0.902915557,,,0.9866,0,0.9866
1,7,cohort,0.01,400,Yes,11,1343.08,1249.857143,0,6.0577,1,,0.000462222,0.0028,,0.0028,0
1,7,dynamic,0.01,500,Non,7,2346.5768,1310.120851,0.89298564,6.781,0,0.908228875,,,0.9913,0,0.9913
0.9,7,dynamic,0.01,500,Non,7,2960.3948,1814.214141,0.903536264,6.8851,0,0.905578713,,,0.9902,0,0.9902
0.65,3,dynamic,0.03,400,Yes,11,653.904,589.1428571,0,2.9952,1,,0.000233707,0.0007,,0.0007,0
0.9,3,dynamic,0.03,400,Yes,11,654.7936,694.6666667,0,2.9948,1,,0.000601042,0.0018,,0.0018,0
0.65,7,all,0.03,400,Yes,11,1556.7592,1714.122449,0,6.9916,1,,0.00074375,0.0049,,0.0049,0
1,3,dynamic,0.03,400,Yes,11,654.9468,690.7692308,0,2.9954,1,,0.000433999,0.0013,,0.0013,0
0.9,7,all,0.03,400,Yes,11,1578.4496,1598.109091,0,6.9844,1,,0.001617891,0.011,,0.011,0
1,7,all,0.03,400,Yes,11,1600.2168,1630.666667,0,6.9862,1,,0.00254788,0.0174,,0.0174,0
0.65,5,concurrent,0.01,500,Non,7,2493.298,1895.493567,0.893210861,4.9752,0,0.892366136,,,0.9794,0,0.9794
0.9,5,concurrent,0.01,500,Non,7,2145.3876,1418.317095,0.882758324,4.9253,0,0.898625464,,,0.9833,0,0.9833
1,5,concurrent,0.01,500,Non,7,1730.0388,1052.188015,0.872955774,4.8439,0,0.896591589,,,0.983,0,0.983
0.9,3,all,0.03,500,Non,4,1453.152,1095.027653,0.5,3,1,,0.1515,0.3133,,0.3133,0
0.65,3,all,0.03,500,Non,4,1500.9692,1406.015859,0.5,3,1,,0.1058,0.2297,,0.2297,0
1,3,all,0.03,500,Non,4,1432.3048,982.1076631,0.5,3,1,,0.155933333,0.3184,,0.3184,0
0.65,5,dynamic,0.03,400,Yes,11,1098.4176,1125.333333,0,4.9928,1,,0.000300433,0.0015,,0.0015,0
0.9,5,dynamic,0.03,400,Yes,11,1102.678,1136.588235,0,4.992,1,,0.00068109,0.0034,,0.0034,0
1,5,dynamic,0.03,400,Yes,11,1109.6384,1118.333333,0,4.9924,1,,0.000741127,0.0036,,0.0036,0
0.9,3,concurrent,0.03,400,Yes,11,659.612,761.5,0,2.9942,1,,0.000534366,0.0016,,0.0016,0
0.65,3,concurrent,0.03,400,Yes,11,657.1972,599.1428571,0,2.9962,1,,0.000467259,0.0014,,0.0014,0
1,3,concurrent,0.03,400,Yes,11,668.5776,704.5714286,0,2.9952,1,,0.000701122,0.0021,,0.0021,0
0.65,5,cohort,0.01,500,Non,4,2482.834,2227.701507,0.5,4.9741,1,,0.102129028,0.4181,,0.4181,0
0.9,5,cohort,0.01,500,Non,4,2407.7232,1781.654446,0.5,4.9514,1,,0.140687482,0.5319,,0.5319,0
1,5,cohort,0.01,500,Non,4,2369.7688,1579.403496,0.5,4.9488,1,,0.143873262,0.5378,,0.5378,0
0.65,7,concurrent,0.01,500,Non,7,3488.712,2429.819142,0.914146436,6.9507,0,0.904916052,,,0.9845,0,0.9845
0.9,7,concurrent,0.01,500,Non,7,2965.458,1726.145502,0.903560929,6.8948,0,0.911585543,,,0.9883,0,0.9883
1,7,concurrent,0.01,500,Non,7,2370.814,1247.164595,0.892822606,6.7636,0,0.908318055,,,0.9897,0,0.9897
0.65,7,dynamic,0.03,400,Yes,11,1549.8356,1522.88,0,6.985,1,,0.000372226,0.0025,,0.0025,0
0.9,7,dynamic,0.03,400,Yes,11,1566.7752,1621.483871,0,6.9862,1,,0.000901778,0.0062,,0.0062,0
1,7,dynamic,0.03,400,Yes,11,1568.6132,1607.887324,0,6.9892,1,,0.001030161,0.0071,,0.0071,0
1,3,cohort,0.01,500,Non,7,1198.9696,836.5701496,0.75,2.936,0,0.742234332,,,0.9829,0,0.9829
0.65,5,concurrent,0.03,400,Yes,11,1098.5704,1076.190476,0,4.9905,1,,0.0004208,0.0021,,0.0021,0
0.9,5,concurrent,0.03,400,Yes,11,1103.8436,1198.285714,0,4.992,1,,0.000861378,0.0042,,0.0042,0
0.9,3,cohort,0.01,500,Non,7,1379.5476,1089.216716,0.75,2.9693,0,0.725894992,,,0.9787,0,0.9787
0.65,3,cohort,0.01,500,Non,7,1490.5952,1298.54269,0.75,2.9862,0,0.708191012,,,0.9733,0,0.9733
1,5,concurrent,0.03,400,Yes,11,1118.2996,1104.230769,0,4.9972,1,,0.001060594,0.0052,,0.0052,0
0.65,5,all,0.03,500,Non,4,2507.6932,2304.808297,0.5,5,1,,0.10444,0.3077,,0.3077,0
0.9,5,all,0.03,500,Non,4,2416.76,1721.230022,0.5,5,1,,0.1549,0.416,,0.416,0
1,5,all,0.03,500,Non,4,2394.6584,1560.38893,0.5,5,1,,0.15024,0.4054,,0.4054,0
0.65,3,cohort,0.03,400,Yes,11,655.02,581.6,0,2.9944,1,,0.000166978,0.0005,,0.0005,0
0.9,7,concurrent,0.03,400,Yes,11,1550.418,1573.898305,0,6.9868,1,,0.0009017,0.0059,,0.0059,0
0.65,7,concurrent,0.03,400,Yes,11,1550.716,1614.421053,0,6.9898,1,,0.000543649,0.0038,,0.0038,0
1,3,cohort,0.03,400,Yes,11,663.44,623.7142857,0,2.997,1,,0.000467134,0.0014,,0.0014,0
0.9,3,cohort,0.03,400,Yes,11,661.36,639.4666667,0,2.9948,1,,0.000500868,0.0015,,0.0015,0
1,7,concurrent,0.03,400,Yes,11,1567.6392,1613.6,0,6.9838,1,,0.001446204,0.0095,,0.0095,0
0.65,7,cohort,0.01,500,Non,4,3470.9264,3043.00774,0.5,6.9546,1,,0.102579588,0.5297,,0.5297,0
0.65,3,all,0.03,500,Non,7,1500.8392,1412.013137,0.86727356,3,0,0.882233333,,,0.9443,0,0.9443
1,7,cohort,0.01,500,Non,4,3314.3868,2113.84722,0.5,6.9231,1,,0.145888403,0.6637,,0.6637,0
1,3,all,0.03,500,Non,7,1078.4168,852.2704866,0.855041409,2.9998,0,0.882125475,,,0.9497,0,0.9497
0.9,3,all,0.03,500,Non,7,1309.2704,1098.602947,0.859021984,3,0,0.8871,,,0.9501,0,0.9501
0.9,7,cohort,0.01,500,Non,4,3369.6848,2407.828571,0.5,6.9278,1,,0.138557695,0.644,,0.644,0
0.65,5,cohort,0.03,400,Yes,11,1089.8,940.3636364,0,4.9944,1,,0.000220247,0.0011,,0.0011,0
0.65,7,all,0.03,500,Non,4,3515.334,3155.036512,0.5,7,1,,0.109357143,0.3804,,0.3804,0
0.9,7,all,0.03,500,Non,4,3385.1004,2330.934599,0.5,7,1,,0.157,0.4916,,0.4916,0
0.65,3,dynamic,0.03,500,Non,4,1502.088,1413.586473,0.5,3,1,,0.091633333,0.2096,,0.2096,0
1,7,all,0.03,500,Non,4,3355.4788,2133.445428,0.5,7,1,,0.151728571,0.4804,,0.4804,0
1,5,cohort,0.03,400,Yes,11,1104.98,1002.37037,0,4.996,1,,0.000540432,0.0027,,0.0027,0
0.9,3,dynamic,0.03,500,Non,4,1463.1832,1116.883755,0.5,3,1,,0.126333333,0.2802,,0.2802,0
